TWEET,STOCK,DATE,LAST_PRICE,3_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY,TWTOKEN
"RT @BenFranta: In the 1980s, @Shell and @exxonmobil secretly predicted what their products would do to the climate, then knowingly and reck…",Exxon,19/09/2018,84.63,-0.020205600850762,10413591.0,13.26,15.073,1,-0.4,"$RESERVED$ $MENTION$: In the $NUMBER$s, $MENTION$ and $MENTION$ secretly predicted what their products would do to the climate, then knowingly and reck"
"RT @McDonalds: We have 3 half gallons of #SzechuanSauce stuck in 1998! Retweet, like or respond to bring them to present day before 11:28 p…",McDonald's,31/07/2017,155.14,0.0045765115379657,4280364.0,29.535,18.408,-1,-0.2083333333333333,"$RESERVED$ $MENTION$: We have $NUMBER$ half gallons of $HASHTAG$ stuck in $NUMBER$! Retweet, like or respond to bring them to present day before $NUMBER$:28 p"
@Tesco @jamieoliver Does that mean I have to dribble on all my meals from now on?,Tesco,13/09/2018,234.5,0.0251599147121535,23362144.0,12.403,17.749000000000006,-1,-0.3125,$MENTION$ $MENTION$ Does that mean I have to dribble on all my meals from now on?
Find us today at @facebook @at_scale_events showcasing #Predix technology and our digital volcano experience:… https://t.co/tFWlm6HR4H,Facebook,31/08/2017,171.97,-0.0275047973483746,17226465.0,12.773,17.703,1,0.0,Find us today at $MENTION$ $MENTION$ showcasing $HASHTAG$ technology and our digital volcano experience: $URL$
@salzmafia @amazon My pleasure. I should be thanking you for sharing.,Amazon,16/09/2018,1970.19,0.0099888843208014,3642030.0,23.601,19.372,1,0.0,$MENTION$ $MENTION$ My pleasure. I should be thanking you for sharing.
Check out Cuisinart DLC-7 Disc Set Of 9 With Instruction Booklet #Cuisinart https://t.co/CLgZekVZYz via @eBay,eBay,06/09/2018,33.66,0.0282234105763518,9240091.0,14.634,15.271,1,0.0,Check out Cuisinart DLC-7 Disc Set Of $NUMBER$ With Instruction Booklet $HASHTAG$ $URL$ via $MENTION$
RT @jazzyjunker54: Check out Vintage Decatur Industries Wood Hinged Lid Cigar Box Humidor  https://t.co/dxpgkiRnDG via @eBay,eBay,31/05/2017,34.3,0.0174927113702624,9762178.0,16.727,22.532,-1,0.0,$RESERVED$ $MENTION$: Check out Vintage Decatur Industries Wood Hinged Lid Cigar Box Humidor $URL$ via $MENTION$
@facebook you always seem to target ppl that are political driven and def liberated minds. My profile picture was not a nude,Facebook,31/10/2017,180.06,-0.0121070754193047,20174231.0,27.891,23.494,1,0.0,$MENTION$ you always seem to target ppl that are political driven and def liberated minds. My profile picture was not a nude
RT @A380Capt_Tumi: I’m officially a Commercial Pilot ! #Tumi3bars #Loutzavia @adidas Ereng mo’ngwaneng #3stripes https://t.co/Zx6msiy5ur,adidas,08/09/2018,206.6,0.0004840271055178,482592.0,16.227999999999998,29.283,-1,0.0,$RESERVED$ $MENTION$: Im officially a Commercial Pilot ! $HASHTAG$ $HASHTAG$ $MENTION$ Ereng mongwaneng $HASHTAG$ $URL$
RT @JohnLegere: IT’S TIME!!! TIME TO PRE-ORDER your new #iPhone on @TMobile!! #iPhoneXS and #iPhoneXSMax on America’s Best Unlimited Networ…,TMobile,14/09/2018,68.25,-0.0342857142857143,3161655.0,22.387,26.885,1,0.0,$RESERVED$ $MENTION$: ITS TIME!!!TIME TO PRE-ORDER your new $HASHTAG$ on $MENTION$!!$HASHTAG$ and$HASHTAG$ on Americas Best Unlimited Networ
RT @MiddletonMurray: 🎉It's #COMPETITION time🎉Get #WorkWearReady &amp; #WIN a £50 @ASOS voucher👗👔#RT &amp; #FOLLOW to enter👇 Good luck! https://…,ASOS,29/09/2017,5955.0,-0.0134340890008396,415351.0,23.781,22.762,1,0.875,$RESERVED$ $MENTION$: $EMOJI$It's $HASHTAG$ time$EMOJI$Get $HASHTAG$ &amp; $HASHTAG$ a $NUMBER$ $MENTION$ voucher$EMOJI$$EMOJI$$HASHTAG$ &amp; $HASHTAG$ to enter$EMOJI$ Good luck! https://
RT @Apple: @Mr__vik Thank you. We’ll send a reminder before the #AppleEvent. https://t.co/22lzVKTmOA,Apple,11/09/2018,223.85,-0.0113915568461022,35749049.0,22.817,23.56,1,0.0,$RESERVED$ $MENTION$: $MENTION$ Thank you. Well send a reminder before the $HASHTAG$. $URL$
RT @Reuters: German parliament legalizes same-sex marriage https://t.co/opQM3Ty4hg,Reuters,30/06/2017,50.9858,0.0034558641817918,1232971.0,12.251,15.666,1,0.0,$RESERVED$ $MENTION$: German parliament legalizes same-sex marriage $URL$
"Erie Tools 100 Piece 1/4"" Shank Router Bit Set Tungsten Carbide Tips Woodwork... https://t.co/2dBIrBQ4yO via @amazon",Amazon,11/09/2018,1987.15,-0.0176534232443449,5033645.0,29.692,19.973,1,0.0,"Erie Tools $NUMBER$ Piece $NUMBER$/4"" Shank Router Bit Set Tungsten Carbide Tips Woodwork... $URL$ via $MENTION$"
"Delhi boy, Captain Bhavye Suneja, was captain of the ill-fated @lionairgroup @Boeing 737 Max that crashed into the… https://t.co/HjoqNqVUZH",Boeing,29/10/2018,335.59,0.0705622932745314,7461953.0,41.746,32.767,-1,0.0,"Delhi boy, Captain Bhavye Suneja, was captain of the ill-fated $MENTION$ $MENTION$ $NUMBER$ Max that crashed into the $URL$"
RT @TheFavelakid: America’s Eighty-Fourth-Street Boys: The Hive CreateSpace Independent Publish... https://t.co/GMgG2o5iuV via @amazon http…,Amazon,28/04/2017,924.99,-0.018778581390069,7364681.0,8.744,14.935,1,0.0,$RESERVED$ $MENTION$: Americas Eighty-Fourth-Street Boys: The Hive CreateSpace Independent Publish... $URL$ via $MENTION$ http
"RT @ArtsnEnds4: Check out Hand Painted Gourd, Maiden, Princess, Lady in waiting, Doll, Home Decor, OOAK  https://t.co/MUVZFvIIBo via @eBay",eBay,27/10/2018,27.34,-0.0018288222384784,16691760.0,54.536,37.821,-1,0.0,"$RESERVED$ $MENTION$: Check out Hand Painted Gourd, Maiden, Princess, Lady in waiting, Doll, Home Decor, OOAK $URL$ via $MENTION$"
RT @IBM: This is the IBM Cloud. The cloud for enterprise. Yours. https://t.co/LmZ3KSbRkm,IBM,31/08/2017,143.03,-0.0036356009228833,3656428.0,8.626,9.295,1,0.0,$RESERVED$ $MENTION$: This is the IBM Cloud. The cloud for enterprise. Yours. $URL$
RT @rachelbeen: So proud that I work for @Google right now. Fight the Muslim Ban. #googlersunite https://t.co/U9uQ69FZV1,Google,31/01/2017,820.19,0.0302856655165265,2020180.0,21.549,14.953,1,0.5428571428571429,$RESERVED$ $MENTION$: So proud that I work for $MENTION$ right now. Fight the Muslim Ban. $HASHTAG$ $URL$
Our Disney pumpkin!! @DisneyAnimation  @WaltDisneyWorld @Disney  #halloween #mickeyskeleton  #4hourslater… https://t.co/dAQ1VaBbON,Disney,31/10/2017,97.81,0.0051119517431755,5701674.0,8.91,11.527,1,0.0,Our Disney pumpkin!! $MENTION$ $MENTION$ $MENTION$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $URL$
https://t.co/8cmcJ0fuj1   ✝️please share it at   @Yahoo  @Google  @facebook Hello can u please donate a some money to  start it?🙏,Google,31/03/2017,847.8,-0.0084571832979475,1440982.0,14.939,10.6,1,0.0,$URL$ $EMOJI$please share it at $MENTION$ $MENTION$ $MENTION$ Hello can u please donate a some money to start it?$EMOJI$
I just bought: Pipedream Extreme F*** My Big A** via @amazon https://t.co/2UiFrt47IY,Amazon,06/09/2018,1958.31,0.0277790543887331,7488680.0,26.70300000000001,20.036,-1,-0.0625,I just bought: Pipedream Extreme F*** My Big A** via $MENTION$ $URL$
Berlin: the new „Campus“ from @Google was squatted today. #police of #Berlin intervened &amp; stopped the neighbors Pro… https://t.co/06zYJ4WfS5,Google,07/09/2018,1177.59,0.028634754031539,1633190.0,20.101,16.475,1,0.1363636363636363,Berlin: the new Campus from $MENTION$ was squatted today. $HASHTAG$ of $HASHTAG$ intervened &amp; stopped the neighbors Pro $URL$
RT @JodaneWalters: @DrAdrianHarrop @Ryanair Extremely poor form from Ryanair here. Not even an apology for the shocking display of nonchala…,Ryanair,21/10/2018,11.45,0.0161572052401747,1782490.0,32.293,48.479,-1,-0.4,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ Extremely poor form from Ryanair here. Not even an apology for the shocking display of nonchala
Check out In This Mountain by JAN KARON  https://t.co/mDRJ5GS9Ro via @eBay,eBay,20/10/2018,28.75,0.1137391304347827,39779447.0,58.203,35.868,1,0.0,Check out In This Mountain by JAN KARON $URL$ via $MENTION$
RT @kburton_25: Netflix and Chill has a new meaning now that Karla and I have the #NetflixOnUs @TMobile ONE Family Plan! 😂 #ad https://t.co…,TMobile,29/09/2017,61.66,0.0222186182289978,4975670.0,39.278,24.959,1,0.1704545454545454,$RESERVED$ $MENTION$: Netflix and Chill has a new meaning now that Karla and I have the $HASHTAG$ $MENTION$ ONE Family Plan! $EMOJI$ $HASHTAG$ $URL$
"RT @RealJamesWoods: This is the CFO of @Google breaking into sobs in a confidential internal video taken right after her goddess, @HillaryC…",Google,13/09/2018,1182.14,-0.0059891383423284,2003418.0,18.038,16.833,1,0.1428571428571428,"$RESERVED$ $MENTION$: This is the CFO of $MENTION$ breaking into sobs in a confidential internal video taken right after her goddess, $MENTION$"
Check out Sea Shell Mermaid Necklace Brown Beads Transformation Beautiful Women Fashion  https://t.co/8Z1pxbEXGR via @eBay,Shell,31/01/2017,2147.5,0.0202561117578579,5326638.0,13.806,12.675,1,0.85,Check out Sea Shell Mermaid Necklace Brown Beads Transformation Beautiful Women Fashion $URL$ via $MENTION$
RT @RealCandaceO: Congratulations to @adidas for a wonderful win in business today!They are proof that sometimes all you have to do is s…,adidas,04/09/2018,210.5,0.0190023752969121,636913.0,17.278,29.276,1,1.0,$RESERVED$ $MENTION$: Congratulations to $MENTION$ for a wonderful win in business today!They are proof that sometimes all you have to do is s
#KickItEntry @KelloggsUS  whoo hoo feelin lucky!  #10  https://t.co/cQRNlWZKkl,Kellogg's,01/06/2017,72.94,-0.0043871675349601,2075294.0,15.259,18.46,-1,0.4166666666666666,$HASHTAG$ $MENTION$ whoo hoo feelin lucky! $HASHTAG$ $URL$
Unique finds...  Madonna: Boy Toy/ Blonde Ambition Tour; WeHo Abbey Rare LA Billboard Postcard    https://t.co/YG2h2lPi5o via @eBay #madonna,eBay,28/04/2017,33.41,-0.0179586950014963,10127598.0,28.496,18.344,1,0.225,Unique finds... Madonna: Boy Toy/ Blonde Ambition Tour; WeHo Abbey Rare LA Billboard Postcard $URL$ via $MENTION$ $HASHTAG$
RT @BFScreenwriter: 🌌#Torus_I🌌Will mankind survive?☢️#amwritingscifi #scifi #amwriting@amazon @AmazonKindle@AmazonUK @BookBub@BuzzFeed…,Amazon,27/09/2018,2012.98,-0.0390565231646614,4329391.0,28.695,22.88300000000001,-1,0.0,$RESERVED$ $MENTION$: $EMOJI$$HASHTAG$$EMOJI$Will mankind survive?$EMOJI$$HASHTAG$ $HASHTAG$ $HASHTAG$$MENTION$ $MENTION$$MENTION$ $MENTION$$MENTION$
RT @trvo512: are you fucking kidding me? @McDonalds https://t.co/YgNCoLqJhr,McDonald's,31/01/2017,122.57,0.002365994941666,3733323.0,7.972,9.585,-1,-0.6,$RESERVED$ $MENTION$: are you fucking kidding me? $MENTION$ $URL$
"RT @ESLCS: Win amazing prizes from @IntelGaming, @Alienware, @DeutschePostDHL, @msitweets, @ATT, @LogitechG, @betwayesports, @paysafecard,…",AT&T,26/09/2018,33.35,0.0128935532233882,32880463.0,11.45,15.095999999999998,-1,0.7000000000000001,"$RESERVED$ $MENTION$: Win amazing prizes from $MENTION$, $MENTION$, $MENTION$, $MENTION$, $MENTION$, $MENTION$, $MENTION$, $MENTION$,"
Check out Dansko Betty Mary Jane Pump Black Patent Leather Shoes 37 #Dansko #MaryJanes https://t.co/dGLzwf13yN via @eBay,eBay,29/12/2017,37.74,0.0052994170641228,4652483.0,9.985,19.193,-1,-0.1666666666666666,Check out Dansko Betty Mary Jane Pump Black Patent Leather Shoes $NUMBER$ $HASHTAG$ $HASHTAG$ $URL$ via $MENTION$
I am glad @Nike is taking responsibility of this whole kneeling mess and making a statement for equal rights.,Nike,06/09/2018,80.4,0.0223880597014925,8577029.0,21.379,18.968,-1,0.1312499999999999,I am glad $MENTION$ is taking responsibility of this whole kneeling mess and making a statement for equal rights.
RT @dontcarebut: So @Loreal claims to be a brand that supports women's rights yet this is their ambassador and spokesperson in the m…,L'Oreal,31/03/2017,191.15,0.0198796756473972,89.0,17.781,16.418,1,0.0,$RESERVED$ $MENTION$: So $MENTION$ claims to be a brand that supports women's rights yet this is their ambassador and spokesperson in the m
"RT @TMobile: For every tweet or RT with #HR4HR we’ll donate $2 to @TeamRubicon’s hurricane recovery efforts!Plus, every home run hit thi…",TMobile,24/10/2018,65.71,0.0614822705828642,5758791.0,38.575,25.22300000000001,1,0.0,"$RESERVED$ $MENTION$: For every tweet or RT with $HASHTAG$ well donate $2 to $MENTION$ hurricane recovery efforts!Plus, every home run hit thi"
RT @Oracle: Ask Oracle CEO Mark Hurd your #cloud questions. Tag @MarkVHurd and #AskMark to hear from him during @oracleopenworld. #oow18 ht…,Oracle,20/10/2018,47.59,0.0056734608110946,17768405.0,25.321,19.567,1,0.0,$RESERVED$ $MENTION$: Ask Oracle CEO Mark Hurd your $HASHTAG$ questions. Tag $MENTION$ and $HASHTAG$ to hear from him during $MENTION$. $HASHTAG$ ht
@S_C_ what the hell is this? Just bought a @TIDALHiFi subscription to specifically listen to your album. @verizon c… https://t.co/RlL1bdbdbj,Verizon,30/06/2017,44.66,0.0040304523063145,13368940.0,15.257,13.813,-1,0.0,$MENTION$ what the hell is this? Just bought a $MENTION$ subscription to specifically listen to your album. $MENTION$ c $URL$
RT @antgrasso: Emerging Tech Expected to Gather Speed in the Near Term. Link &gt;&gt; https://t.co/fKFwJJkqpw @MikeQuindazzi @salesforce via @ant…,salesforce.com,05/09/2018,148.65,0.0271106626303397,7287417.0,28.024,24.343000000000004,-1,0.0,$RESERVED$ $MENTION$: Emerging Tech Expected to Gather Speed in the Near Term. Link &gt;&gt; $URL$ $MENTION$ $MENTION$ via $MENTION$
@Reuters I will make amazing business card with unlimited revisions Only 5$! Check- https://t.co/LJd4buuyU1,Reuters,29/04/2017,50.0386,-0.052609385554352,2448752.0,23.42,15.044,1,0.3,$MENTION$ I will make amazing business card with unlimited revisions Only $NUMBER$$! Check- $URL$
finally got an awesome @amazon kindle fire 7 stand/case combo (from amazon too) so i can actually use it to watch videos,Amazon,31/08/2017,980.6,-0.0352641240057108,3331488.0,16.105,20.357,1,0.3333333333333333,finally got an awesome $MENTION$ kindle fire $NUMBER$ stand/case combo (from amazon too) so i can actually use it to watch videos
RT @mO_OseNme: |￣￣￣￣￣￣￣￣￣￣￣||         HEY @netflix!         ||      RENEW SENSE8       ||＿＿＿＿＿＿＿＿＿＿＿|\ (•◡•) /…,Netflix,18/10/2018,346.71,-0.0391681809004643,18461040.0,77.507,51.917,1,0.0,$RESERVED$ $MENTION$: ||| HEY $MENTION$! || RENEW SENSE8 |||\ () /
"RT @Reuters: For asylum-seekers on Greece's Lesbos, life 'is so bad here' https://t.co/0MfDCZ4ke5",Reuters,19/09/2018,50.0055,0.0026437091919889,7045324.0,10.691,13.978,-1,-0.6999999999999998,"$RESERVED$ $MENTION$: For asylum-seekers on Greece's Lesbos, life 'is so bad here' $URL$"
@deathofnation @Nike Do they??? Awesome!!!,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,-1,0.0,$MENTION$ $MENTION$ Do they??? Awesome!!!
RT @phoneradarblog: #PhoneRadar News - 22nd September 2018➡ @Google #Pixel3XL to Sport Dual Selfie Cameras➡ Huawei #Mate20 Leaked with W…,Google,23/09/2018,1172.12,0.0165938641094768,4561119.0,20.526,17.930999999999994,1,0.0,$RESERVED$ $MENTION$: $HASHTAG$ News - $NUMBER$nd September $NUMBER$$EMOJI$ $MENTION$ $HASHTAG$ to Sport Dual Selfie Cameras$EMOJI$ Huawei $HASHTAG$ Leaked with W
RT @agmatczynski: @cyril_louis @salesforce @Dreamforce @trailhead @SalesforceAdmns @SalesforceAmy @jmmougeolle @danieljpeter @NotIsBlank @s…,salesforce.com,28/09/2018,159.03,-0.0010060994780858,4607671.0,20.962,21.05,-1,0.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$
"RT @iron_emu: Today, a Myanmar court sentenced our @Reuters colleagues Wa Lone and Kyaw Soe Oo to seven years in jail. Why? For committing…",Reuters,03/09/2018,49.0473,0.0,3566561.0,19.213,16.855,-1,-0.1,"$RESERVED$ $MENTION$: Today, a Myanmar court sentenced our $MENTION$ colleagues Wa Lone and Kyaw Soe Oo to seven years in jail. Why? For committing"
"RT @ltfasharchive: 09/29/18 | Louis wore @Nike Air Max 97 OG Metallic Gold ($160, sold out) in London.As these were a Fall 2017 release…",Nike,30/09/2018,84.72,-0.0021246458923511,7452735.0,20.47,20.016,1,0.0,"$RESERVED$ $MENTION$: $NUMBER$/29/18 | Louis wore $MENTION$ Air Max $NUMBER$ OG Metallic Gold ($160, sold out) in London.As these were a Fall $NUMBER$ release"
RT @keri_seavey: Headed back to @CBS after 3 years! I remember walking around the studio during @AmericanIdol seeing signs for the fairly n…,CBS,11/09/2018,55.4,0.011913357400722,4247511.0,26.816,18.002,1,0.0,$RESERVED$ $MENTION$: Headed back to $MENTION$ after $NUMBER$ years! I remember walking around the studio during $MENTION$ seeing signs for the fairly n
RT @Nike: Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Wd5L42egV8,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,1,-0.6,$RESERVED$ $MENTION$: Dont ask if your dreams are crazy. Ask if theyre crazy enough. $HASHTAG$ $URL$
Check out SILICONE FLEXIBLE SKELETON MOLD Trays--Soap-Choc-Jello-Cake Pops-Free SHIPPING-  https://t.co/NFNKXKKK5S via @eBay,eBay,21/10/2018,28.75,0.0973913043478261,39779447.0,58.203,35.868,-1,0.0,Check out SILICONE FLEXIBLE SKELETON MOLD Trays--Soap-Choc-Jello-Cake Pops-Free SHIPPING- $URL$ via $MENTION$
@OHanlonG @MercedesBenz Not true bud. He should be driving #BMW @BMW,BMW,31/08/2017,78.1,0.0121126760563381,1636693.0,11.319,14.179,-1,-0.175,$MENTION$ $MENTION$ Not true bud. He should be driving $HASHTAG$ $MENTION$
RT @Reuters: NSA says it would need to scale down spying program ahead of expiration https://t.co/qinrO9VtPS https://t.co/iHj0hSLARd,Reuters,29/09/2017,50.5342,-0.0043594239148933,712240.0,7.8439999999999985,9.2,-1,-0.1555555555555556,$RESERVED$ $MENTION$: NSA says it would need to scale down spying program ahead of expiration $URL$ $URL$
@cultcommoncore @Starbucks Exactly how nonracist people feel about you not going to Starbucks.,Starbucks,01/02/2017,53.9,0.0411873840445268,18796871.0,25.781,18.576,-1,0.25,$MENTION$ $MENTION$ Exactly how nonracist people feel about you not going to Starbucks.
"Almost 270,000 people think that @McDonaldsUK and @McDonalds should adopt higher welfare chicken. Isn't that big ne… https://t.co/BpDwG2ZXUU",McDonald's,27/09/2018,166.53,-0.0193358554014291,2390670.0,23.091,15.380999999999998,-1,-0.175,Almost $NUMBER$ people think that $MENTION$ and $MENTION$ should adopt higher welfare chicken. Isn't that big ne $URL$
RT @MacfannRob: @CBSNews As an Soldier and Police Officer that was wounded in combat. I’m asking those of you not to destroy your @Nike att…,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,1,0.0,$RESERVED$ $MENTION$: $MENTION$ As an Soldier and Police Officer that was wounded in combat. Im asking those of you not to destroy your $MENTION$ att
Do my student loans count @facebook ? https://t.co/Dfq9xWKi2U,Facebook,06/09/2018,162.53,0.0812157755491293,41514834.0,26.976,26.059,1,0.0,Do my student loans count $MENTION$ ? $URL$
RT @itworldca: A @Google report on its economic impact in Canada details all the investments its making to the #AI ecosystem https://t.co/G…,Google,12/09/2018,1171.6,0.0051126664390577,1785833.0,15.395,16.708,1,0.2,$RESERVED$ $MENTION$: A $MENTION$ report on its economic impact in Canada details all the investments its making to the $HASHTAG$ ecosystem $URL$
Check out Keep Calm and Drink Coffee Mug Porcelain Brown #Starbucks https://t.co/TPfVNaImiD via @eBay,eBay,24/10/2018,27.29,0.0534994503481129,16309320.0,51.743,35.956,-1,0.3,Check out Keep Calm and Drink Coffee Mug Porcelain Brown $HASHTAG$ $URL$ via $MENTION$
RT @flashcashlive: ANNOUNCING our first ShopFlash MONSTER #giveaway!A @Samsung Curved 24in #gaming monitor! One lucky winner will get the…,Samsung,01/09/2018,48450.0,-0.0340557275541795,13577454.0,16.593,22.09800000000001,1,0.390625,$RESERVED$ $MENTION$: ANNOUNCING our first ShopFlash MONSTER $HASHTAG$!A $MENTION$ Curved $NUMBER$in $HASHTAG$ monitor! One lucky winner will get the
RT @MalcolmNance: This is NOT a game. @Reuters interview give a terrifying glimpse into Trumps mindset on Korea in one sentence. https://t.…,Reuters,28/04/2017,50.0386,-0.0550315156699028,2448752.0,23.42,15.044,1,0.2,$RESERVED$ $MENTION$: This is NOT a game. $MENTION$ interview give a terrifying glimpse into Trumps mindset on Korea in one sentence. $URL$.
RT @netflix: 24 years ago today Rachel Green ran out of her wedding and into Central Perk 💕 ☕️ https://t.co/zSZUNYxPxm,Netflix,23/09/2018,361.19,0.0115451701320635,11930568.0,44.094,41.762,1,-0.1,$RESERVED$ $MENTION$: $NUMBER$ years ago today Rachel Green ran out of her wedding and into Central Perk $EMOJI$ $EMOJI$ $URL$
Today in #CTE: @Boeing makes big investment in #STEMeducation https://t.co/eaDmbfq36J,Boeing,01/10/2018,382.29,-0.0271783201234665,4758417.0,18.609,19.178,-1,0.0,Today in $HASHTAG$: $MENTION$ makes big investment in $HASHTAG$ $URL$
@Ryanair Ban the racist.,Ryanair,22/10/2018,11.93,-0.0402347024308466,1331039.0,39.683,50.326,-1,0.0,$MENTION$ Ban the racist.
