TWEET,STOCK,DATE,LAST_PRICE,3_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY,TWTOKEN
RT @woltersradio: .@bertkreischer newest @netflix special is fucking hilarious!  I had to go watch all his other specials after watching it…,Netflix,08/09/2018,348.68,-0.0215096937019616,9105817.0,39.794,40.128,1,0.0,$RESERVED$ $MENTION$: .$MENTION$ newest $MENTION$ special is fucking hilarious! I had to go watch all his other specials after watching it
Watching #GHOUL   and all I can say is damn @netflix damnnn,Netflix,11/09/2018,355.93,-0.0203691737139325,6198063.0,39.985,36.327,1,0.0,Watching $HASHTAG$ and all I can say is damn $MENTION$ damnnn
"@Reuters breaking news !!!! Trump has discovered that an island is surrounded by water ! but,him being him..it is ""… https://t.co/SjO54wNohw",Reuters,29/09/2017,50.5342,-0.0043594239148933,712240.0,7.8439999999999985,9.2,-1,0.0,"$MENTION$ breaking news !!!! Trump has discovered that an island is surrounded by water ! but,him being him..it is "" $URL$"
"RT @AmericanExpress: Experience an epic #USOpen, from the court to the stands. Amex has your back with benefits to help you enjoy your day.…",American Express,08/09/2018,106.08,-0.0037707390648566,2498582.0,12.788,15.188,1,0.1,"$RESERVED$ $MENTION$: Experience an epic $HASHTAG$, from the court to the stands. Amex has your back with benefits to help you enjoy your day."
"Watching your @netflix travel show with my English mother, @jackwhitehall and it’s fantastic. Literally laughing out loud. #ThankYou",Netflix,29/12/2017,191.96,-0.0218795582413003,5187606.0,24.448,25.15,1,0.2,"Watching your $MENTION$ travel show with my English mother, $MENTION$ and its fantastic. Literally laughing out loud. $HASHTAG$"
@Gillette hi Gillette can I buy you shaving cream,Gillette,01/12/2017,6571.85,-0.0408408591188174,4873.0,18.699,15.796,1,0.0,$MENTION$ hi Gillette can I buy you shaving cream
It all started on HALLOWEEN! #halloweenread #romcom The Two-Night One-Night Stand by Ryan Ringbloom https://t.co/MVCvOnRiDa via @amazon,Amazon,31/10/2017,1105.28,-0.0039175593514764,3476967.0,69.48100000000001,39.548,1,0.0,It all started on HALLOWEEN! $HASHTAG$ $HASHTAG$ The Two-Night One-Night Stand by Ryan Ringbloom $URL$ via $MENTION$
"RT @votevets: PSA: Even if you don't like @Nike making @Kaepernick7 the face of their new campaign, if you own Nike gear, you already paid…",Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,1,0.3681818181818181,"$RESERVED$ $MENTION$: PSA: Even if you don't like $MENTION$ making $MENTION$ the face of their new campaign, if you own Nike gear, you already paid"
Check out Naturals Essential Oils Set of 8 10ml High Quality Pure Naturals Popular Gift   https://t.co/JlZMcuhyiZ via @eBay,eBay,31/08/2017,36.13,-0.0365347356767229,8591090.0,16.855,18.385,1,0.2435714285714285,Check out Naturals Essential Oils Set of $NUMBER$ $NUMBER$ml High Quality Pure Naturals Popular Gift $URL$ via $MENTION$
RT @py_rates: *RELEASE UPDATE*: The @Nike x @undercover_lab React Element 87 collab will now be dropping in 2 parts.The first drop will re…,Nike,12/09/2018,83.0,-0.0325301204819277,5384257.0,25.629,18.44400000000001,-1,0.25,$RESERVED$ $MENTION$: *RELEASE UPDATE*: The $MENTION$ x $MENTION$ React Element $NUMBER$ collab will now be dropping in $NUMBER$ parts.The first drop will re
RT @Chainbody: my toesies have been super cold but i will never surrender to u @Nike @Kaepernick7 https://t.co/gBVP7sgEsS,Nike,06/09/2018,80.4,0.0223880597014925,8577029.0,21.379,18.968,1,-0.1333333333333333,$RESERVED$ $MENTION$: my toesies have been super cold but i will never surrender to u $MENTION$ $MENTION$ $URL$
Effective immediately @UPS @UPSHelp should change their NON-FRIENDLY automated service to accommodate customers who… https://t.co/iqHbg5NUyg,UPS,27/09/2018,116.73,0.0051400668208686,1599812.0,10.515,14.425999999999998,-1,0.6,Effective immediately $MENTION$ $MENTION$ should change their NON-FRIENDLY automated service to accommodate customers who $URL$
RT @netflix: If Jamey and Peter Kavinsky had a conversation https://t.co/Z9FkHzw2Js,Netflix,11/09/2018,355.93,-0.0203691737139325,6198063.0,39.985,36.327,-1,0.0,$RESERVED$ $MENTION$: If Jamey and Peter Kavinsky had a conversation $URL$
"RT @Apple: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series 4 are here. #AppleEvent",Apple,13/09/2018,226.41,-0.0356874696347333,41706377.0,25.87,17.349,-1,0.0,"$RESERVED$ $MENTION$: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series $NUMBER$ are here. $HASHTAG$"
RT @_XavierCruz: Donate that @Nike stuff you don’t want anymore to the thousands of homeless vets on the streets... bc this is about the ve…,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,1,0.0,$RESERVED$ $MENTION$: Donate that $MENTION$ stuff you dont want anymore to the thousands of homeless vets on the streets... bc this is about the ve
Check out G Spirits Vol.7 Wrestling Magazine  https://t.co/8JajgSa5Dh via @eBay,eBay,30/09/2017,38.46,-0.0106604264170567,9964979.0,15.466,16.916,1,0.0,Check out G Spirits Vol.7 Wrestling Magazine $URL$ via $MENTION$
#MothersDay #cards &amp; #gifts for your biggest fan &amp; best #dancesport #DanceMoms!Available on @Etsy  and @amazon !https://t.co/Ki16HgCtEt,Amazon,28/02/2017,845.04,0.0002366751869734,2793709.0,10.6,15.837,1,0.75,$HASHTAG$ $HASHTAG$ &amp; $HASHTAG$ for your biggest fan &amp; best $HASHTAG$ $HASHTAG$!Available on $MENTION$ and $MENTION$ !$URL$
RT @DrJimmyStar: Check out Betsey Johnson Neon Yellow Tassel Ladies Wallet NWT https://t.co/jnFISPpqAo @eBay,eBay,01/03/2017,34.27,-0.006127808578932,5736123.0,15.84,22.073,-1,0.0,$RESERVED$ $MENTION$: Check out Betsey Johnson Neon Yellow Tassel Ladies Wallet NWT $URL$ $MENTION$
RT @Reuters: ⚡️ Two @Reuters reporters jailed for seven years in landmark Myanmar casehttps://t.co/M8LVAczFdJ,Reuters,03/09/2018,49.0473,0.0,3566561.0,19.213,16.855,1,0.0,$RESERVED$ $MENTION$: $EMOJI$ Two $MENTION$ reporters jailed for seven years in landmark Myanmar case$URL$
@royceard @MATTatACA @Disney True...but linear channel video business is a declining margin loss leader...despite b… https://t.co/9ami6eYl1m,Disney,28/09/2018,116.94,-0.0283051137335385,7366846.0,15.232,13.23,-1,0.0,$MENTION$ $MENTION$ $MENTION$ True...but linear channel video business is a declining margin loss leader...despite b $URL$
"RT @Reuters: Flooding on the horizon for South Carolina, a week after Florence https://t.co/hLKrW37agN",Reuters,21/09/2018,49.9725,0.0055090299664815,3027903.0,10.397,13.679,-1,0.0,"$RESERVED$ $MENTION$: Flooding on the horizon for South Carolina, a week after Florence $URL$"
@McDonalds This is what you want your business to represent? Joking about blind people #unacceptable https://t.co/bEOcKrtnv8,McDonald's,20/10/2018,167.49,-0.0042987641053197,3509973.0,22.823,19.084,-1,0.0,$MENTION$ This is what you want your business to represent? Joking about blind people $HASHTAG$ $URL$
"RT @Starbucks: Thanks to our dedicated baristas and @FeedingAmerica, we’ve donated over 10 million meals to local food banks. Learn more at…",Starbucks,18/09/2018,55.07,-0.0058107862720174,7569586.0,9.239,11.723,1,0.1,"$RESERVED$ $MENTION$: Thanks to our dedicated baristas and $MENTION$, weve donated over $NUMBER$ million meals to local food banks. Learn more at"
$7 free shipping GAP Tank Top Shirt Blue Ombre White Sz L SHIPS FREE https://t.co/a5bII9FJOt @eBay,eBay,21/10/2018,28.75,0.0973913043478261,39779447.0,58.203,35.868,1,0.26,$7 free shipping GAP Tank Top Shirt Blue Ombre White Sz L SHIPS FREE $URL$ $MENTION$
"RT @nikitakhara: Thank you, @Starbucks CEO for committing to hire 10,000 refugees.To all those tweeting #boycottstarbucks, thanks for the…",Starbucks,01/02/2017,53.9,0.0411873840445268,18796871.0,25.781,18.576,1,0.2,"$RESERVED$ $MENTION$: Thank you, $MENTION$ CEO for committing to hire $NUMBER$ refugees.To all those tweeting $HASHTAG$, thanks for the"
RT @LaBeck81: @F3Moist @johnrich @Nike Nike has your money already and now you are ruining clothes that underprivileged kids could be using…,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ Nike has your money already and now you are ruining clothes that underprivileged kids could be using
@TheRebelTom @Sony @PlayStation I don’t understand the difficulty. Represent the account with a number like just ab… https://t.co/7bs5l9bStt,Sony,24/10/2018,6208.0,0.0214239690721649,7140300.0,23.89,31.532,-1,0.0,$MENTION$ $MENTION$ $MENTION$ I dont understand the difficulty. Represent the account with a number like just ab $URL$
Do y’all really burning @Nike like you got that kind of money😂😂,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.4,Do yall really burning $MENTION$ like you got that kind of money$EMOJI$$EMOJI$
@TMobile tweet #Thankenstein and #contest,TMobile,30/10/2018,63.92,0.0186170212765957,6077259.0,31.447,25.518,1,0.0,$MENTION$ tweet $HASHTAG$ and $HASHTAG$
RT @Reuters: From @ReutersTV: Two daredevil wingsuit fliers stage terrifying stunt over the Alps https://t.co/fu7G5gmHYk,Reuters,30/11/2017,48.5406,0.0052183120933816,816955.0,7.222,18.276,1,-1.0,$RESERVED$ $MENTION$: From $MENTION$: Two daredevil wingsuit fliers stage terrifying stunt over the Alps $URL$
"RT @theJeremyVine: If this is @Ryanair, they need to explain how this man's disgusting racial abuse of the black lady in the seat next to h…",Ryanair,21/10/2018,11.45,0.0161572052401747,1782490.0,32.293,48.479,-1,-0.3888888888888889,"$RESERVED$ $MENTION$: If this is $MENTION$, they need to explain how this man's disgusting racial abuse of the black lady in the seat next to h"
"RT @Reuters: White House denies Trump order on biofuels program pending, markets roiled https://t.co/C8fCsDZzwM https://t.co/eSa9cZr6GA",Reuters,01/03/2017,46.7012,0.007074764674141,6224241.0,16.195,17.74,-1,0.0,"$RESERVED$ $MENTION$: White House denies Trump order on biofuels program pending, markets roiled $URL$ $URL$"
Check out my Amazon influencer page Day hiker items on Amazon! Follow me! https://t.co/ErPMfv5ahR via @amazon,Amazon,07/08/2018,1862.48,-0.0210418366908638,3377473.0,26.803,21.702,1,0.0,Check out my Amazon influencer page Day hiker items on Amazon! Follow me! $URL$ via $MENTION$
RT @MiamiDolphins: 💰💰💰@ryantannehill1 drops a dime to @KSTiLLS for SIX‼️📺 » @CBS#OAKvsMIA | #FinsUp https://t.co/E4qsCByxgd,CBS,23/09/2018,56.74,-0.0007049700387733,6121104.0,15.473,18.182,-1,0.0,$RESERVED$ $MENTION$: $EMOJI$$EMOJI$$EMOJI$$MENTION$ drops a dime to $MENTION$ for SIX$EMOJI$ $MENTION$$HASHTAG$ | $HASHTAG$ $URL$
@bookingcom Hello. I cannot login on Firefox 62 on Ubuntu because the password field refuses any kind of input.,bookingcom,27/09/2018,1969.34,-0.0053723582520031,345793.0,12.26,15.746,-1,0.0,$MENTION$ Hello. I cannot login on Firefox $NUMBER$ on Ubuntu because the password field refuses any kind of input.
RT @JackPosobiec: Globalists are not on the side of black Americans. We see you @Google https://t.co/9BgM3xahic,Google,23/09/2018,1172.12,0.0165938641094768,4561119.0,20.526,17.930999999999994,-1,-0.1666666666666666,$RESERVED$ $MENTION$: Globalists are not on the side of black Americans. We see you $MENTION$ $URL$
"RT @LoriinUtah: @AngeleStar11 @Nike @RealJamesWoods Their new slogan should be ""JUST BLEW IT""😂😂😂😂 Stupid fools just committed business suic…",Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,-1,-0.3318181818181818,"$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ Their new slogan should be ""JUST BLEW IT""$EMOJI$$EMOJI$$EMOJI$$EMOJI$ Stupid fools just committed business suic"
RT @Education4Libs: MY MESSAGE TO NIKE &amp; COLIN KAEPERNICK. @Nike @Kaepernick7 https://t.co/qbEY8GzuW6,Nike,07/09/2018,80.3,-0.0087173100871731,6633912.0,21.364,18.219,1,0.0,$RESERVED$ $MENTION$: MY MESSAGE TO NIKE &amp; COLIN KAEPERNICK. $MENTION$ $MENTION$ $URL$
RT @Machaizelli: Hey @Disney if you don’t invite me to the Lion King premiere so I can be in the same vicinity as Beyoncé I’m tellin…,Disney,30/11/2017,104.82,-0.0193665331043692,9948999.0,11.504,13.967,1,0.0,$RESERVED$ $MENTION$: Hey $MENTION$ if you dont invite me to the Lion King premiere so I can be in the same vicinity as Beyonc Im tellin
@sssniperwolf @verizon They might be doing what Apple did with their phones. They want people to upgrade their plan… https://t.co/O6u1es54s9,Apple,29/12/2017,169.23,0.0079182178100809,25999922.0,18.274,16.387999999999998,-1,0.0,$MENTION$ $MENTION$ They might be doing what Apple did with their phones. They want people to upgrade their plan $URL$
"RT @Reuters: Dozens of gas blasts rock Boston suburbs, killing at least one, injuring 12 https://t.co/egfiyICDeX",Reuters,14/09/2018,50.1377,-0.0208705225808125,2585085.0,11.593,17.185,-1,-0.3,"$RESERVED$ $MENTION$: Dozens of gas blasts rock Boston suburbs, killing at least one, injuring $NUMBER$ $URL$"
RT @KimWhitler: #3 Co for Developing C-Level Mktg Leaders: @CocaCola @DietCoke @dasaniwater @smartwater https://t.co/vkiBvmINVl https://t.c…,CocaCola,18/10/2018,45.61,-0.0153475115106336,12716854.0,19.947,14.302,-1,0.0,$RESERVED$ $MENTION$: $HASHTAG$ Co for Developing C-Level Mktg Leaders: $MENTION$ $MENTION$ $MENTION$ $MENTION$ $URL$ $URL$
"RT @Nike: Believe in something, even if it means sacrificing everything.",Nike,08/09/2018,80.3,-0.0047322540473224,6633912.0,21.364,18.219,-1,0.0,"$RESERVED$ $MENTION$: Believe in something, even if it means sacrificing everything."
"RT @KrisParonto: Well ..... guess @Nike and @Kaepernick7 have the backing of a crazed Islamist , terrorist backing dictator 😂😂🤣, well done…",Nike,15/09/2018,83.49,-0.0058689663432745,4884358.0,23.117,18.114,1,0.0,"$RESERVED$ $MENTION$: Well ..... guess $MENTION$ and $MENTION$ have the backing of a crazed Islamist , terrorist backing dictator $EMOJI$$EMOJI$, well done"
RT @DublinAirport: Want to win 2 return flights to Naples from @DublinAirport with @Ryanair? Just follow us &amp; retweet to enter.…,Ryanair,31/10/2017,16.82,-0.065398335315101,7180977.0,45.853,37.117,-1,0.8,$RESERVED$ $MENTION$: Want to win $NUMBER$ return flights to Naples from $MENTION$ with $MENTION$? Just follow us &amp; retweet to enter.
Next day delivery my ass @Apple! Ordered my phone Wednesday and now it won't be here until Monday.,Next,21/09/2018,5200.0,0.0269230769230769,1032536.0,18.597,15.567,1,0.0,Next day delivery my ass $MENTION$! Ordered my phone Wednesday and now it won't be here until Monday.
Check out Midirock leichte A-Linie cooles Druckmotiv Viskose Satin Betty Barclay 38 40  https://t.co/rddvyQgMSk via @eBay,eBay,06/09/2018,33.66,0.0282234105763518,9240091.0,14.634,15.271,-1,0.0,Check out Midirock leichte A-Linie cooles Druckmotiv Viskose Satin Betty Barclay $NUMBER$ $NUMBER$ $URL$ via $MENTION$
@Khaleevee @XboxSupport @Microsoft Friends accounts that own games I play. Old accounts linked to games ect..,Microsoft,31/08/2017,74.77,-0.0259462351210378,27652811.0,11.856,13.431,1,0.6,$MENTION$ $MENTION$ $MENTION$ Friends accounts that own games I play. Old accounts linked to games ect..
@JordanUhl @search4swag @johnrich @Bro_Pair @Nike Making my socks more uncomfortable to own the libs,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.2,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Making my socks more uncomfortable to own the libs
"RT @m_somekh: The @facebook #AI research center in Paris, leaded by Antoine Bordes, is the worldwide biggest one for #Facebook... demonstra…",Facebook,18/10/2018,154.92,-0.0090369222824682,21675084.0,35.673,27.967,-1,-0.1,"$RESERVED$ $MENTION$: The $MENTION$ $HASHTAG$ research center in Paris, leaded by Antoine Bordes, is the worldwide biggest one for $HASHTAG$... demonstra"
RT @Reuters: Saudi's PIF invests more than $1 billion in electric carmaker Lucid Motors https://t.co/dHoDXrYH1e https://t.co/VfHurDyFmv,Reuters,17/09/2018,50.1267,0.0002194439290837,2828945.0,11.155,16.894000000000002,1,0.5,$RESERVED$ $MENTION$: Saudi's PIF invests more than $1 billion in electric carmaker Lucid Motors $URL$ $URL$
@maggiepint @copyconstruct @niallm @Google @Azure @nldesai @lizthegrey Thanks!!,Google,11/09/2018,1189.99,-0.0104202556324003,1462688.0,19.128,16.248,-1,0.25,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Thanks!!
RT @rogerfederer: Always nice visiting @Nike HQ. Something's different this time #18 https://t.co/PDLnc1ZsD1,Nike,28/04/2017,55.41,0.0007218913553511,6437731.0,9.81,27.07,1,0.6,$RESERVED$ $MENTION$: Always nice visiting $MENTION$ HQ. Something's different this time $HASHTAG$ $URL$
#Christmas Home for The Holidays Throw Blanket &amp; Pillow Set Christmas https://t.co/qBsZwUZh17 via @amazon,Amazon,27/10/2018,1642.81,0.0130203736281128,14963783.0,74.59100000000002,49.036,1,0.0,$HASHTAG$ Home for The Holidays Throw Blanket &amp; Pillow Set Christmas $URL$ via $MENTION$
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,Amazon,27/10/2018,1642.81,0.0130203736281128,14963783.0,74.59100000000002,49.036,1,0.4852272727272727,$RESERVED$ $MENTION$: We are so happy with our new website we are running a $HASHTAG$! For a chance to win a $NUMBER$ $MENTION$ voucher / $MENTION$
@KennethPara @ArianaGrande @AmericanExpress Soon my dear,American Express,27/10/2018,101.25,0.0058271604938271,5395686.0,34.646,23.413,-1,0.0,$MENTION$ $MENTION$ $MENTION$ Soon my dear
RT @SouthBendPicker: $34.99 Free Shipping Mens Size 10 Crocs Lace Up Black White EUC https://t.co/bd7gkOW99w @eBay,eBay,31/03/2017,33.57,-0.0011915400655346,10222995.0,12.663,12.648,1,0.0777777777777777,$RESERVED$ $MENTION$: $34.99 Free Shipping Mens Size $NUMBER$ Crocs Lace Up Black White EUC $URL$ $MENTION$
RT @kJ0uIgaDACht9c0: #XenaRevival we need her back @NBCUniversal @nbc @robtapert @NetflixLifee @netflix @SYFY @BuzzFeed @Hulu @UniversalTV…,Netflix,20/09/2018,365.36,-0.0410827676811911,6768086.0,43.24,41.723,1,0.0,$RESERVED$ $MENTION$: $HASHTAG$ we need her back $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$
"Check out Dell Latitude E4200 12.1"" Intel Core 2 Duo 3GB 64GB SSD Windows 7 Pro Handy  https://t.co/7ZpiFcLXxm via @eBay",Intel,28/02/2017,36.2,0.0091160220994474,24977011.0,11.92,16.072,-1,0.6,"Check out Dell Latitude E4200 $NUMBER$"" Intel Core $NUMBER$ Duo $NUMBER$GB $NUMBER$GB SSD Windows $NUMBER$ Pro Handy $URL$ via $MENTION$"
Church: Finding Our Way Again  https://t.co/APvcDLFWew via @amazon,Amazon,16/09/2018,1970.19,0.0099888843208014,3642030.0,23.601,19.372,1,0.0,Church: Finding Our Way Again $URL$ via $MENTION$
@Reuters FANTASTIC offer - https://t.co/EQt76NpHuOIf you are looking for a #recommend_logo_designer for your busi… https://t.co/NP24Jam4eM,Reuters,25/09/2018,50.3359,-0.0072194994030106,2331720.0,7.2010000000000005,13.393,1,0.4,$MENTION$ FANTASTIC offer - $URL$ you are looking for a $HASHTAG$ for your busi $URL$
https://t.co/yM9RGdsItj Shame - I really like Inbox 😪 I can see why @Google would want to focus on one email client though,Google,13/09/2018,1182.14,-0.0059891383423284,2003418.0,18.038,16.833,-1,0.2,$URL$ Shame - I really like Inbox $EMOJI$ I can see why $MENTION$ would want to focus on one email client though
@RochieWBZ @netflix Shameless on Netflix,Netflix,20/09/2018,365.36,-0.0410827676811911,6768086.0,43.24,41.723,-1,0.0,$MENTION$ $MENTION$ Shameless on Netflix
